timestamp,energy,hour,weekday
2026-08-06T13:00:00,4.217,13,3
2026-08-06T14:00:00,4.175,14,3
2026-08-06T15:00:00,4.239,15,3
2026-08-06T16:00:00,4.277,16,3
2026-08-06T17:00:00,4.921,17,3
2026-08-06T18:00:00,4.751,18,3
2026-08-06T19:00:00,4.659,19,3
2026-08-06T20:00:00,4.684,20,3
2026-08-06T21:00:00,3.085,21,3
2026-08-06T22:00:00,3.144,22,3
2026-08-06T23:00:00,3.069,23,3
2026-08-07T00:00:00,2.358,0,4
2026-08-07T01:00:00,2.408,1,4
2026-08-07T02:00:00,2.412,2,4
2026-08-07T03:00:00,2.241,3,4
2026-08-07T04:00:00,2.186,4,4
2026-08-07T05:00:00,2.446,5,4
2026-08-07T06:00:00,3.024,6,4
2026-08-07T07:00:00,3.276,7,4
2026-08-07T08:00:00,3.071,8,4
2026-08-07T09:00:00,3.786,9,4
2026-08-07T10:00:00,3.96,10,4
2026-08-07T11:00:00,3.763,11,4
2026-08-07T12:00:00,4.16,12,4
2026-08-07T13:00:00,4.24,13,4
2026-08-07T14:00:00,4.208,14,4
2026-08-07T15:00:00,4.372,15,4
2026-08-07T16:00:00,4.242,16,4
2026-08-07T17:00:00,4.689,17,4
2026-08-07T18:00:00,4.711,18,4
2026-08-07T19:00:00,4.227,19,4
2026-08-07T20:00:00,4.613,20,4
2026-08-07T21:00:00,3.232,21,4
2026-08-07T22:00:00,3.017,22,4
2026-08-07T23:00:00,3.127,23,4
2026-08-08T00:00:00,2.15,0,5
2026-08-08T01:00:00,1.823,1,5
2026-08-08T02:00:00,1.942,2,5
2026-08-08T03:00:00,2.196,3,5
2026-08-08T04:00:00,2.034,4,5
2026-08-08T05:00:00,1.968,5,5
2026-08-08T06:00:00,2.559,6,5
2026-08-08T07:00:00,2.804,7,5
2026-08-08T08:00:00,2.577,8,5
2026-08-08T09:00:00,3.175,9,5
2026-08-08T10:00:00,3.025,10,5
2026-08-08T11:00:00,3.041,11,5
2026-08-08T12:00:00,3.415,12,5
2026-08-08T13:00:00,3.969,13,5
2026-08-08T14:00:00,3.904,14,5
2026-08-08T15:00:00,3.571,15,5
2026-08-08T16:00:00,3.534,16,5
2026-08-08T17:00:00,3.92,17,5
2026-08-08T18:00:00,4.422,18,5
2026-08-08T19:00:00,3.916,19,5
